,state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
2872,TX,Reagan County,994,197,795,2,19.86,west
2873,TX,Ward County,3602,899,2667,36,25.21,west
2874,GA,Dougherty County,38846,26135,12547,164,67.57,east
2875,GA,Calhoun County,2211,1342,862,7,60.88,east
2876,AL,Dale County,19320,5270,13886,164,27.52,east
2877,AL,Coffee County,20128,5079,14919,130,25.38,east
2878,MS,Franklin County,4685,1733,2909,43,37.33,east
2879,TX,Sabine County,4874,1077,3749,48,22.32,west
2880,GA,Tift County,14257,4749,9431,77,33.47,east
2881,TX,Houston County,8624,2656,5872,96,31.15,west
2882,TX,Concho County,1077,257,807,13,24.15,west
2883,GA,Pierce County,6791,1253,5500,38,18.59,east
2884,AL,Covington County,15787,3240,12444,103,20.64,east
2885,TX,Irion County,817,164,644,9,20.3,west
2886,TX,Angelina County,29153,9379,19569,205,32.4,west
2887,GA,Early County,5335,2603,2711,21,49.0,east
2888,TX,Falls County,5599,2225,3328,46,40.07,west
2889,LA,Rapides Parish,57521,20127,36611,783,35.47,west
2890,TX,McCulloch County,3010,728,2263,19,24.34,west
2891,TX,San Saba County,2457,487,1941,29,20.06,west
2892,GA,Berrien County,6449,1471,4901,77,23.08,east
2893,GA,Ware County,12416,4034,8311,71,32.7,east
2894,TX,Lampasas County,7634,1903,5651,80,25.19,west
2895,GA,Glynn County,33341,12676,20479,186,38.23,east
2896,GA,Baker County,1687,846,828,13,50.55,east
2897,GA,Mitchell County,8120,3872,4201,47,47.99,east
2898,MS,Greene County,5789,1366,4361,62,23.86,east
2899,MS,Forrest County,27184,11622,15296,266,43.17,east
2900,MS,Lamar County,23910,5159,18497,254,21.81,east
2901,MS,Perry County,5664,1533,4067,64,27.38,east
2902,MS,Marion County,13010,4422,8513,75,34.19,east
2903,GA,Atkinson County,2904,938,1941,25,32.59,east
2904,TX,Trinity County,6077,1925,4095,57,31.98,west
2905,TX,Pecos County,4010,1476,2480,54,37.31,west
2906,GA,Brantley County,6277,1119,5080,78,18.03,east
2907,MS,Wilkinson County,5139,3534,1560,45,69.37,east
2908,LA,Vernon Parish,15769,3534,11946,289,22.83,west
2909,TX,Robertson County,6710,2675,3980,55,40.2,west
2910,GA,Cook County,5903,2075,3782,46,35.45,east
2911,MS,Amite County,7650,3348,4245,57,44.09,east
2912,MS,Pike County,18055,9276,8651,128,51.75,east
2913,MS,Walthall County,7780,3456,4253,71,44.83,east
2914,LA,Avoyelles Parish,16938,6327,10236,375,38.2,west
2915,GA,Colquitt County,13435,4139,9185,111,31.05,east
2916,TX,Bell County,90334,40413,49242,679,45.08,west
2917,AL,Baldwin County,81413,19386,61271,756,24.02,east
2918,AL,Houston County,41735,12225,29254,256,29.48,east
2919,AL,Escambia County,14674,5188,9375,111,35.65,east
2920,GA,Miller County,2738,818,1899,21,30.11,east
2921,AL,Geneva County,11657,2134,9417,106,18.47,east
2922,TX,Newton County,5260,1751,3446,63,33.69,west
2923,GA,Clinch County,2696,989,1678,29,37.11,east
2924,GA,Lanier County,2873,1062,1787,24,37.3,east
2925,AL,Mobile County,181424,82181,98049,1194,45.62,east
2926,GA,Camden County,17084,6482,10502,100,38.13,east
2927,TX,Jasper County,12776,3658,9022,96,28.85,west
2928,TX,Polk County,20149,6230,13731,188,31.21,west
2929,TX,Milam County,8357,3044,5217,96,36.84,west
2930,TX,Jeff Davis County,1236,468,749,19,38.45,west
2931,TX,Madison County,4074,1146,2891,37,28.39,west
2932,TX,Menard County,1018,295,712,11,29.3,west
2933,TX,Schleicher County,1304,324,970,10,25.04,west
2934,TX,Crockett County,1545,512,1026,7,33.29,west
2935,GA,Decatur County,10374,4424,5890,60,42.91,east
2936,GA,Grady County,9365,3539,5775,51,37.99,east
2937,GA,Brooks County,6201,2669,3507,25,43.17,east
2938,GA,Thomas County,18459,7720,10642,97,42.01,east
2939,GA,Seminole County,3996,1660,2315,21,41.75,east
2940,GA,Charlton County,3685,1197,2466,22,32.7,east
2941,TX,Tyler County,7910,2166,5644,100,27.73,west
2942,TX,Walker County,19146,7334,11623,189,38.69,west
2943,LA,West Feliciana Parish,5620,2415,3150,55,43.4,west
2944,TX,Burnet County,16893,4608,12059,226,27.65,west
2945,GA,Lowndes County,39078,17597,21269,212,45.27,east
2946,LA,Pointe Coupee Parish,12435,5516,6702,217,45.15,west
2947,MS,Pearl River County,22443,4320,17881,242,19.46,east
2948,LA,Washington Parish,18624,6122,12215,287,33.38,west
2949,LA,Evangeline Parish,15976,5853,9793,330,37.41,west
2950,FL,Jackson County,21565,7671,13717,177,35.86,east
2951,LA,Tangipahoa Parish,48602,16438,31434,730,34.34,west
2952,FL,Escambia County,154447,61572,91411,1464,40.25,east
2953,FL,Santa Rosa County,76185,19470,55972,743,25.81,east
2954,MS,George County,9335,1532,7700,103,16.59,east
2955,LA,Saint Helena Parish,6184,3567,2522,95,58.58,west
2956,FL,Okaloosa County,95529,25872,68789,868,27.33,east
2957,LA,East Feliciana Parish,9947,4383,5432,132,44.65,west
2958,FL,Holmes County,8589,1446,7033,110,17.06,east
2959,FL,Walton County,27046,7174,19561,311,26.84,east
2960,TX,Brazos County,58673,20502,37465,706,35.37,west
2961,TX,Mason County,2121,546,1544,31,26.12,west
2962,TX,Llano County,9629,2250,7281,98,23.61,west
2963,MS,Stone County,7246,1996,5149,101,27.94,east
2964,TX,Williamson County,158403,67691,88323,2389,43.39,west
2965,TX,San Jacinto County,8958,2721,6151,86,30.67,west
2966,LA,Allen Parish,9467,2891,6333,243,31.34,west
2967,LA,Beauregard Parish,14074,3071,10718,285,22.27,west
2968,GA,Echols County,1187,201,981,5,16.97,east
2969,TX,Grimes County,8322,2704,5562,56,32.71,west
2970,LA,Saint Landry Parish,42493,20268,21650,575,48.35,west
2971,FL,Washington County,11131,2863,8178,90,25.93,east
2972,FL,Nassau County,38304,10618,27403,283,27.93,east
2973,MS,Jackson County,54296,17781,35993,522,33.07,east
2974,TX,Burleson County,6665,2053,4547,65,31.1,west
2975,LA,East Baton Rouge Parish,197349,99652,95390,2307,51.09,west
2976,LA,Saint Tammany Parish,109542,24596,83078,1868,22.84,west
2977,FL,Gadsden County,22510,15582,6811,117,69.58,east
2978,TX,Kimble County,1843,342,1487,14,18.7,west
2979,TX,Sutton County,1578,381,1189,8,24.26,west
2980,FL,Leon County,148608,91747,55705,1156,62.23,east
2981,MS,Harrison County,61957,22673,38757,527,36.91,east
2982,FL,Jefferson County,7957,4088,3797,72,51.85,east
2983,TX,Brewster County,3900,1970,1855,75,51.5,west
2984,LA,West Baton Rouge Parish,11866,5043,6654,169,43.11,west
2985,TX,Terrell County,519,186,323,10,36.54,west
2986,LA,Livingston Parish,50892,6681,43269,942,13.38,west
2987,FL,Madison County,8907,4270,4544,93,48.44,east
2988,MS,Hancock County,17056,3768,13020,268,22.44,east
2989,FL,Hamilton County,5587,2364,3179,44,42.65,east
2990,TX,Presidio County,1757,1252,489,16,71.91,west
2991,TX,Montgomery County,157847,36703,119884,1260,23.44,west
2992,TX,Travis County,397714,254017,136981,6716,64.97,west
2993,FL,Calhoun County,6244,1821,4345,78,29.53,east
2994,FL,Liberty County,3278,895,2339,44,27.67,east
2995,FL,Columbia County,28128,9171,18670,287,32.94,east
2996,FL,Duval County,415761,202618,210537,2606,49.04,east
2997,FL,Baker County,11059,2327,8672,60,21.15,east
2998,FL,Bay County,81127,23653,56683,791,29.45,east
2999,TX,Lee County,6377,2000,4312,65,31.68,west
3000,TX,Hardin County,20702,3939,16603,160,19.18,west
3001,TX,Gillespie County,12338,2576,9563,199,21.22,west
3002,TX,Blanco County,4939,1467,3418,54,30.03,west
3003,LA,Saint Martin Parish,24252,9419,14443,390,39.48,west
3004,LA,Iberville Parish,16421,9023,7185,213,55.67,west
3005,TX,Liberty County,21626,5991,15448,187,27.94,west
3006,LA,Calcasieu Parish,82131,30244,50449,1438,37.48,west
3007,LA,Jefferson Davis Parish,13501,3923,9278,300,29.72,west
3008,LA,Acadia Parish,26711,7028,19229,454,26.77,west
3009,FL,Suwannee County,17662,4916,12534,212,28.17,east
3010,TX,Bastrop County,25918,11687,13817,414,45.82,west
3011,TX,Washington County,14377,4034,10176,167,28.39,west
3012,LA,Lafayette Parish,95642,32145,62055,1442,34.13,west
3013,TX,Hays County,59052,28431,29638,983,48.96,west
3014,LA,Ascension Parish,46571,14625,31239,707,31.88,west
3015,FL,Taylor County,9366,2803,6457,106,30.27,east
3016,FL,Wakulla County,14376,5311,8877,188,37.43,east
3017,LA,Saint John the Baptist Parish,21656,12424,8912,320,58.23,west
3018,TX,Val Verde County,12820,6982,5752,86,54.83,west
3019,TX,Edwards County,1035,346,673,16,33.96,west
3020,TX,Kerr County,22556,5570,16752,234,24.95,west
3021,FL,Lafayette County,3359,642,2679,38,19.33,east
3022,FL,Saint Johns County,105844,35791,69222,831,34.08,east
3023,TX,Orange County,29406,7646,21509,251,26.23,west
3024,TX,Waller County,15508,7153,8265,90,46.39,west
3025,LA,Saint Charles Parish,25397,8522,16457,418,34.12,west
3026,LA,Jefferson Parish,181120,65096,113191,2833,36.51,west
3027,FL,Gulf County,7205,2149,4980,76,30.15,east
3028,LA,Orleans Parish,147439,117102,28130,2207,80.63,west
3029,FL,Clay County,94577,26697,67203,677,28.43,east
3030,TX,Jefferson County,88296,44888,42905,503,51.13,west
3031,TX,Harris County,1171472,590982,571883,8607,50.82,west
3032,LA,Saint Bernard Parish,13541,3491,9643,407,26.58,west
3033,LA,Saint James Parish,12564,6994,5432,138,56.29,west
3034,TX,Fayette County,10714,3014,7582,118,28.44,west
3035,LA,Vermilion Parish,24833,6266,18069,498,25.75,west
3036,FL,Bradford County,11676,3430,8136,110,29.66,east
3037,FL,Union County,5293,1300,3940,53,24.81,east
3038,TX,Kendall County,16746,3599,12971,176,21.72,west
3039,LA,Iberia Parish,33168,12492,20127,549,38.3,west
3040,TX,Austin County,11721,2821,8786,114,24.31,west
3041,LA,Assumption Parish,10960,4756,5981,223,44.29,west
3042,TX,Real County,1628,375,1238,15,23.25,west
3043,TX,Caldwell County,11648,5403,6107,138,46.94,west
3044,LA,Cameron Parish,3793,613,3089,91,16.56,west
3045,TX,Comal County,48158,12384,35233,541,26.01,west
3046,FL,Franklin County,6029,2134,3818,77,35.86,east
3047,TX,Colorado County,8353,2508,5795,50,30.21,west
3048,LA,Saint Mary Parish,22903,9345,13183,375,41.48,west
3049,FL,Alachua County,125519,75565,48513,1441,60.9,east
3050,FL,Gilchrist County,7819,1996,5656,167,26.09,east
3051,LA,Lafourche Parish,37893,9662,27089,1142,26.29,west
3052,TX,Bandera County,9297,2250,6935,112,24.5,west
3053,LA,Plaquemines Parish,10449,3380,6894,175,32.9,west
3054,TX,Chambers County,13292,3188,9988,116,24.19,west
3055,TX,Guadalupe County,47461,16156,30869,436,34.36,west
3056,FL,Putnam County,33171,13236,19637,298,40.26,east
3057,FL,Dixie County,7264,1925,5194,145,27.04,east
3058,TX,Fort Bend County,202822,98368,103206,1248,48.8,west
3059,TX,Gonzales County,6287,2167,4076,44,34.71,west
3060,LA,Terrebonne Parish,40696,11581,28210,905,29.11,west
3061,TX,Bexar County,525715,275527,246275,3913,52.8,west
3062,TX,Medina County,15737,5147,10480,110,32.94,west
3063,FL,Flagler County,49031,24726,23951,354,50.8,east
3064,TX,Wharton County,14418,4937,9431,50,34.36,west
3065,TX,Lavaca County,8223,1869,6293,61,22.9,west
3066,TX,Uvalde County,8766,4126,4590,50,47.34,west
3067,TX,Kinney County,1551,633,907,11,41.1,west
3068,TX,Galveston County,105004,41805,62258,941,40.17,west
3069,TX,Brazoria County,104940,36480,67515,945,35.08,west
3070,FL,Levy County,18725,6711,11754,260,36.35,east
3071,FL,Marion County,162022,70839,89628,1555,44.14,east
3072,TX,Wilson County,16366,5362,10904,100,32.96,west
3073,FL,Volusia County,243824,127795,113938,2091,52.86,east
3074,TX,DeWitt County,6626,1716,4888,22,25.99,west
3075,FL,Lake County,146926,62948,82802,1176,43.19,east
3076,TX,Jackson County,5057,1301,3723,33,25.9,west
3077,TX,Atascosa County,9938,4415,5462,61,44.7,west
3078,TX,Matagorda County,12373,4440,7835,98,36.17,west
3079,TX,Karnes County,4527,1760,2736,31,39.15,west
3080,TX,Victoria County,29931,9832,19878,221,33.09,west
3081,TX,Frio County,4062,2405,1644,13,59.4,west
3082,TX,Zavala County,3876,3263,596,17,84.55,west
3083,TX,Maverick County,10939,8554,2316,69,78.7,west
3084,FL,Citrus County,76158,31460,43706,992,41.85,east
3085,FL,Sumter County,48868,17655,30866,347,36.39,east
3086,TX,Goliad County,3655,1329,2298,28,36.64,west
3087,FL,Seminole County,205895,99335,105070,1490,48.6,east
3088,FL,Brevard County,287859,127620,157589,2650,44.74,east
3089,TX,Live Oak County,4176,1048,3095,33,25.3,west
3090,FL,Orange County,462711,273009,186832,2870,59.37,east
3091,TX,Calhoun County,6879,2729,4106,44,39.93,west
3092,TX,Bee County,8157,3645,4471,41,44.91,west
3093,FL,Hernando County,87901,41886,45021,994,48.19,east
3094,TX,La Salle County,1776,1052,714,10,59.57,west
3095,TX,McMullen County,537,132,400,5,24.81,west
3096,TX,Dimmit County,3587,2692,874,21,75.49,west
3097,TX,Refugio County,3261,1382,1855,24,42.7,west
3098,FL,Pasco County,214866,102417,110104,2345,48.2,east
3099,FL,Polk County,244833,113865,128878,2090,46.91,east
3100,FL,Osceola County,100670,59962,40086,622,59.93,east
3101,TX,Aransas County,9778,3006,6693,79,30.99,west
3102,TX,Webb County,46821,33452,13119,250,71.83,west
3103,TX,San Patricio County,21396,8854,12404,138,41.65,west
3104,FL,Pinellas County,463282,248299,210066,4917,54.17,east
3105,FL,Hillsborough County,513312,272963,236355,3994,53.59,east
3106,TX,Duval County,4409,3298,1076,35,75.4,west
3107,TX,Jim Wells County,11612,6706,4841,65,58.08,west
3108,TX,Nueces County,101230,47912,52391,927,47.77,west
3109,FL,Indian River County,70591,29710,40176,705,42.52,east
3110,FL,Highlands County,44783,18135,26221,427,40.89,east
3111,FL,Hardee County,7412,2568,4763,81,35.03,east
3112,FL,Manatee County,151994,70034,80721,1239,46.46,east
3113,FL,Okeechobee County,12786,5108,7561,117,40.32,east
3114,TX,Kleberg County,9876,5256,4540,80,53.65,west
3115,FL,Saint Lucie County,120579,67125,52512,942,56.11,east
3116,FL,Sarasota County,207353,102686,102897,1770,49.95,east
3117,TX,Jim Hogg County,1815,1336,472,7,73.89,west
3118,FL,DeSoto County,10131,4383,5632,116,43.76,east
3119,TX,Zapata County,2866,1939,919,8,67.84,west
3120,TX,Kenedy County,202,108,94,0,53.47,west
3121,TX,Brooks County,2309,1747,556,6,75.86,west
3122,FL,Martin County,78294,33508,44143,643,43.15,east
3123,FL,Glades County,3358,1381,1938,39,41.61,east
3124,FL,Charlotte County,85158,39031,45205,922,46.34,east
3125,FL,Palm Beach County,590500,361271,226037,3192,61.51,east
3126,FL,Hendry County,10879,4998,5780,101,46.37,east
3127,FL,Lee County,269276,119701,147608,1967,44.78,east
3128,TX,Starr County,9792,8274,1492,26,84.72,west
3129,TX,Hidalgo County,130784,90261,39668,855,69.47,west
3130,TX,Willacy County,4903,3409,1456,38,70.07,west
3131,FL,Collier County,141988,54450,86379,1159,38.66,east
3132,TX,Cameron County,75657,48480,26671,506,64.51,west
3133,FL,Broward County,733899,492640,237729,3530,67.45,east
3134,FL,Miami-Dade County,863486,499831,360551,3104,58.09,east
3135,FL,Monroe County,40272,20907,18933,432,52.48,east
3136,HI,Kauai County,27224,20416,6245,563,76.58,west
3137,HI,Honolulu County,306813,214239,88164,4410,70.84,west
3138,HI,Maui County,51789,39727,11154,908,78.08,west
3139,HI,Hawaii County,66916,50819,14866,1231,77.36,west
3140,OH,Ottawa County,23069,12049,10618,402,53.16,east
3141,OH,Sandusky County,30373,15601,14190,582,52.4,east
3142,OH,Summit County,269059,155105,110499,3455,58.36,east
3143,OH,Athens County,31098,20722,9742,634,68.02,east
3144,OH,Butler County,173777,66030,105341,2406,38.53,east
3145,OH,Clinton County,19305,6558,12409,338,34.58,east
3146,OH,Cuyahoga County,665352,458422,199880,7050,69.64,east
3147,OH,Franklin County,560325,334709,218486,7130,60.5,east
3148,OH,Hamilton County,425086,225213,195530,4343,53.53,east
3149,OH,Highland County,19186,6856,11907,423,36.54,east
3150,OH,Hocking County,12961,6259,6364,338,49.58,east
3151,OH,Licking County,82356,33932,46918,1506,41.97,east
3152,OH,Madison County,17454,6532,10606,316,38.11,east
