,state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
1428,MO,Montgomery County,5856,2347,3428,81,40.64,west
1429,KY,Boone County,50774,16292,33812,670,32.52,east
1430,MD,Caroline County,13218,4971,8015,232,38.28,east
1431,KS,Logan County,1440,225,1187,28,15.94,west
1432,KS,Wallace County,804,96,690,18,12.21,west
1433,KS,Ellis County,12447,4010,8207,230,32.82,west
1434,KS,Gove County,1418,261,1136,21,18.69,west
1435,KS,Dickinson County,8667,2422,6081,164,28.49,west
1436,KS,Russell County,3293,736,2509,48,22.68,west
1437,KS,Trego County,1671,420,1225,26,25.53,west
1438,MD,Prince George's County,374026,332396,38833,2797,89.54,east
1439,CO,Teller County,12906,4513,8146,247,35.68,west
1440,CO,El Paso County,273175,108899,160318,3958,40.47,west
1441,KY,Campbell County,40297,15622,24046,629,39.38,east
1442,WV,Randolph County,10831,4539,6060,232,42.83,east
1443,NV,Douglas County,25727,10672,14648,407,42.17,west
1444,WV,Upshur County,8970,2925,5911,134,33.1,east
1445,WV,Gilmer County,2521,1004,1445,72,41.0,east
1446,VA,Shenandoah County,19223,6912,12005,306,36.54,east
1447,KY,Kenton County,68213,26480,40714,1019,39.41,east
1448,WV,Jackson County,12225,4861,7148,216,40.48,east
1449,NV,Mineral County,2273,1082,1131,60,48.87,west
1450,IN,Jackson County,17374,7354,9726,294,43.03,east
1451,KS,Douglas County,53398,34398,17929,1071,65.73,west
1452,CA,El Dorado County,92926,40529,50314,2083,44.63,west
1453,MO,Callaway County,19321,7580,11389,352,39.96,west
1454,MO,Cooper County,8026,2996,4902,128,37.93,west
1455,VA,Fairfax County,516254,310359,200994,4901,60.7,east
1456,CO,Chaffee County,9920,4861,4873,186,49.95,west
1457,KS,Johnson County,283432,127091,152627,3714,45.44,west
1458,OH,Adams County,11388,4170,6914,304,37.62,east
1459,UT,Sevier County,8007,1359,6394,254,17.53,west
1460,CO,Cheyenne County,1111,198,890,23,18.18,west
1461,WV,Calhoun County,2429,993,1366,70,42.09,east
1462,VA,Warren County,16126,6997,8879,250,44.07,east
1463,OH,Gallia County,13318,4777,8247,294,36.71,east
1464,IN,Ohio County,2918,1158,1713,47,40.35,east
1465,WV,Mason County,10603,4484,5853,266,43.38,east
1466,IL,Bond County,7924,3843,3947,134,49.33,east
1467,OH,Scioto County,32571,14926,16994,651,46.73,east
1468,VA,Fauquier County,34219,14616,19227,376,43.19,east
1469,IL,Madison County,128334,68979,57177,2178,54.68,east
1470,MO,Warren County,15576,6705,8675,196,43.6,west
1471,DC,District of Columbia,265853,245800,17367,2686,93.43,east
1472,IN,Lawrence County,18534,7208,11018,308,39.53,east
1473,MO,Saint Charles County,188529,84183,102550,1796,45.08,west
1474,DE,Sussex County,89070,40299,47939,832,45.66,east
1475,KS,Saline County,22788,8186,14165,437,36.62,west
1476,WV,Pendleton County,3395,1310,2035,50,39.17,east
1477,MO,Pettis County,18208,6932,11018,258,38.62,west
1478,MD,Talbot County,20328,9035,10995,298,45.11,east
1479,VA,Prince William County,162446,93435,67621,1390,58.01,east
1480,WV,Roane County,5563,2511,2943,109,46.04,east
1481,MO,Johnson County,22080,9480,12183,417,43.76,west
1482,VA,Arlington County,110153,78994,29876,1283,72.56,east
1483,CA,Alpine County,692,422,252,18,62.63,west
1484,IN,Switzerland County,3640,1638,1940,62,45.78,east
1485,MO,Moniteau County,6665,2084,4467,114,31.81,west
1486,CA,Yolo County,79749,53488,24592,1669,68.54,west
1487,IN,Jefferson County,13490,6255,7053,182,47.01,east
1488,IL,Clay County,6454,2425,3926,103,38.18,east
1489,IN,Knox County,16424,7569,8639,216,46.71,east
1490,IN,Martin County,4903,1706,3122,75,35.33,east
1491,IN,Daviess County,10586,3370,7098,118,32.15,east
1492,WV,Braxton County,5408,2704,2629,75,50.7,east
1493,VA,Falls Church City,6750,4695,1970,85,70.44,east
1494,MO,Saint Louis County,559854,333123,221705,5026,60.04,west
1495,KY,Pendleton County,5802,2027,3676,99,35.54,east
1496,KS,Morris County,2841,907,1875,59,32.6,west
1497,KS,Ellsworth County,2938,851,2021,66,29.63,west
1498,KS,Osage County,7544,2534,4820,190,34.46,west
1499,VA,Fairfax City,11398,6575,4691,132,58.36,east
1500,CA,Napa County,59642,38849,19484,1309,66.56,west
1501,VA,Rappahannock County,4405,2105,2227,73,48.59,east
1502,KY,Gallatin County,3193,1278,1840,75,40.99,east
1503,CA,Sonoma County,229351,168888,55127,5336,75.41,west
1504,IL,Lawrence County,6536,3016,3403,117,46.98,east
1505,VA,Rockingham County,33334,10453,22468,413,31.75,east
1506,IL,Richland County,7650,3181,4329,140,42.36,east
1507,OH,Lawrence County,27194,11262,15415,517,42.2,east
1508,MO,Cass County,50179,19844,29695,640,40.06,west
1509,VA,Alexandria City,70364,50473,19181,710,72.46,east
1510,VA,Page County,10389,4235,6041,113,41.21,east
1511,IN,Scott County,8877,4271,4445,161,48.98,east
1512,KY,Bracken County,3399,1241,2066,92,37.53,east
1513,IL,Marion County,17364,8345,8691,328,48.99,east
1514,KY,Grant County,8754,3112,5510,132,36.1,east
1515,VA,Manassas Park City,4140,2463,1634,43,60.12,east
1516,IN,Washington County,11305,4562,6519,224,41.18,east
1517,VA,Manassas City,13627,7518,5975,134,55.72,east
1518,MO,Saint Louis City,158858,132925,24662,1271,84.35,west
1519,MD,Calvert County,44057,20299,23095,663,46.78,east
1520,KY,Mason County,7121,2891,4102,128,41.34,east
1521,KY,Carroll County,3835,1716,2032,87,45.78,east
1522,KY,Greenup County,15798,6621,8849,328,42.8,east
1523,IL,Clinton County,17314,7657,9357,300,45.0,east
1524,WV,Pocahontas County,3641,1548,2011,82,43.5,east
1525,MO,Cole County,38745,13959,24385,401,36.4,west
1526,KS,Lyon County,12911,5924,6698,289,46.93,west
1527,KS,Franklin County,11739,4433,7079,227,38.51,west
1528,KS,Miami County,15377,5742,9382,253,37.97,west
1529,WV,Webster County,3052,1552,1386,114,52.83,east
1530,CA,Sacramento County,541101,316506,213583,11012,59.69,west
1531,KY,Trimble County,3812,1484,2239,89,39.86,east
1532,KY,Owen County,4751,1694,2969,88,36.33,east
1533,KY,Lewis County,4791,1510,3213,68,31.97,east
1534,MO,Gasconade County,7771,2899,4763,109,37.84,west
1535,CA,Mono County,5571,3093,2354,124,56.75,west
1536,MO,Franklin County,49293,21256,27355,682,43.73,west
1537,MO,Osage County,7079,1907,5062,110,27.36,west
1538,CA,Amador County,18810,7813,10561,436,42.52,west
1539,MD,Dorchester County,15274,6912,8168,194,45.83,east
1540,KS,Scott County,2179,321,1823,35,14.97,west
1541,KS,Lane County,1027,193,814,20,19.16,west
1542,KS,Greeley County,745,151,591,3,20.35,west
1543,KS,Wichita County,1019,163,840,16,16.26,west
1544,VA,Culpeper County,19741,8802,10711,228,45.11,east
1545,KS,Ness County,1525,289,1207,29,19.32,west
1546,MO,Morgan County,9149,3565,5451,133,39.54,west
1547,KS,Barton County,11023,3027,7802,194,27.95,west
1548,CO,Fremont County,19919,6844,12668,407,35.1,west
1549,KS,Rush County,1781,504,1225,52,29.15,west
1550,MD,Charles County,70126,43635,25732,759,62.91,east
1551,IN,Orange County,8086,3390,4536,160,42.76,east
1552,WV,Putnam County,24778,9334,15162,282,38.1,east
1553,NV,Lincoln County,2072,518,1498,56,25.69,west
1554,CO,Montrose County,19153,6495,12199,459,34.73,west
1555,WV,Clay County,3265,1421,1755,89,44.74,east
1556,IL,Saint Clair County,125744,76160,47958,1626,61.36,east
1557,VA,Madison County,6699,2862,3758,79,43.23,east
1558,WV,Kanawha County,82480,40594,40952,934,49.78,east
1559,CO,Kiowa County,852,178,650,24,21.5,west
1560,KS,McPherson County,13385,4218,8937,230,32.06,west
1561,KS,Marion County,6059,1801,4159,99,30.22,west
1562,KY,Robertson County,1015,451,533,31,45.83,east
1563,IL,Wayne County,8071,2547,5390,134,32.09,east
1564,IN,Clark County,47725,21953,25326,446,46.42,east
1565,WV,Cabell County,34591,15292,18793,506,44.87,east
1566,KY,Henry County,6919,2725,4081,113,40.04,east
1567,VA,Highland County,1554,590,930,34,38.82,east
1568,VA,Stafford County,55455,25716,29221,518,46.81,east
1569,KY,Harrison County,7590,2916,4520,154,39.22,east
1570,UT,Beaver County,2509,542,1902,65,22.17,west
1571,IL,Edwards County,3350,1140,2137,73,34.79,east
1572,IL,Wabash County,5782,2462,3254,66,43.07,east
1573,MO,Henry County,11159,4869,6095,195,44.41,west
1574,MD,Wicomico County,41852,19436,21849,567,47.08,east
1575,WV,Nicholas County,9361,4357,4804,200,47.56,east
1576,IN,Pike County,6028,2700,3221,107,45.62,east
1577,CA,Solano County,160973,102095,56035,2843,64.56,west
1578,MO,Benton County,9567,3629,5759,179,38.65,west
1579,IN,Gibson County,15095,6455,8449,191,43.32,east
1580,IN,Dubois County,18565,8748,9526,291,47.87,east
1581,KY,Fleming County,5832,2279,3432,121,39.91,east
1582,KY,Oldham County,29316,10000,18997,319,34.49,east
1583,KS,Chase County,1384,383,976,25,28.18,west
1584,CO,Pueblo County,72427,41097,30257,1073,57.56,west
1585,CO,Crowley County,1558,552,976,30,36.12,west
1586,KS,Rice County,4021,1163,2780,78,29.49,west
1587,IL,Monroe County,18083,7953,9881,249,44.6,east
1588,IL,Washington County,7932,3342,4473,117,42.76,east
1589,MD,Saint Mary's County,44409,19023,24705,681,43.51,east
1590,CA,Calaveras County,23306,9813,12835,658,43.31,west
1591,UT,Piute County,798,141,635,22,18.17,west
1592,UT,Wayne County,1314,335,940,39,26.27,west
1593,MO,Jefferson County,105704,53467,50804,1433,51.28,west
1594,KY,Boyd County,20670,8886,11430,354,43.74,east
1595,KY,Carter County,9813,4316,5252,245,45.11,east
1596,UT,San Juan County,5130,2406,2638,86,47.7,west
1597,KY,Scott County,19730,7712,11782,236,39.56,east
1598,VA,Harrisonburg City,14675,8444,6048,183,58.27,east
1599,VA,Greene County,8260,3174,4980,106,38.93,east
1600,VA,Augusta County,33338,9825,23120,393,29.82,east
1601,IL,Jefferson County,17141,7462,9302,377,44.51,east
1602,MO,Bates County,8283,3271,4833,179,40.36,west
1603,NV,Esmeralda County,427,104,303,20,25.58,west
1604,KY,Nicholas County,2970,1272,1634,64,43.77,east
1605,CO,Saguache County,2747,1730,953,64,64.48,west
1606,MD,Worcester County,27346,11374,15607,365,42.15,east
1607,CA,Tuolumne County,27181,11532,14988,661,43.49,west
1608,KS,Coffey County,4232,1121,3054,57,26.85,west
1609,MO,Miller County,11535,3553,7797,185,31.3,west
1610,IN,Crawford County,4744,2286,2393,65,48.88,east
1611,IN,Harrison County,18091,7288,10551,252,40.87,east
1612,WV,Wayne County,15426,6137,8947,342,40.68,east
1613,IN,Floyd County,36527,16263,19957,307,44.9,east
1614,VA,King George County,10474,4473,5888,113,43.17,east
1615,KY,Rowan County,8154,4074,3907,173,51.04,east
1616,VA,Orange County,15801,7107,8506,188,45.52,east
1617,KS,Anderson County,3626,1175,2362,89,33.22,west
1618,KS,Linn County,4617,1425,3086,106,31.59,west
1619,KY,Jefferson County,353892,196435,153957,3500,56.07,east
1620,VA,Spotsylvania County,54069,24897,28610,562,46.53,east
1621,WV,Lincoln County,6835,3029,3637,169,45.44,east
1622,KY,Franklin County,24079,11767,11911,401,49.69,east
1623,KY,Bourbon County,8330,3385,4820,125,41.26,east
1624,KY,Shelby County,18540,6871,11451,218,37.5,east
1625,KS,Pawnee County,2867,882,1946,39,31.18,west
1626,CO,Ouray County,3060,1636,1367,57,54.48,west
1627,VA,Fredericksburg City,9677,6155,3413,109,64.33,east
1628,CA,Marin County,140197,109320,28384,2493,79.43,west
1629,KY,Bath County,4543,2210,2234,99,49.73,east
1630,CA,San Joaquin County,209349,113974,91607,3768,55.4,west
1631,MO,Maries County,4548,1599,2853,96,35.92,west
1632,MD,Somerset County,9924,4779,5037,108,48.69,east
1633,VA,Albemarle County,50921,29729,20576,616,59.1,east
1634,VA,Westmoreland County,8377,4577,3719,81,55.17,east
1635,MO,Camden County,22133,7773,14074,286,35.58,west
1636,KY,Lawrence County,5649,2036,3503,110,36.76,east
1637,VA,Bath County,2432,1043,1349,40,43.61,east
1638,CO,Prowers County,4615,1487,3043,85,32.82,west
1639,WV,Greenbrier County,13726,5881,7567,278,43.73,east
1640,KY,Elliott County,2515,1535,902,78,62.99,east
1641,CO,Custer County,2629,912,1672,45,35.3,west
1642,CO,Bent County,1920,799,1077,44,42.58,west
1643,CO,Otero County,8064,3546,4393,125,44.67,west
1644,IN,Perry County,8490,5141,3202,147,61.65,east
1645,WV,Fayette County,15192,7242,7658,292,48.6,east
1646,KS,Kearny County,1482,309,1159,14,21.05,west
1647,KS,Finney County,10354,3275,6926,153,32.11,west
1648,KS,Hamilton County,1096,233,844,19,21.63,west
1649,IL,White County,7453,3315,3987,151,45.4,east
1650,KS,Stafford County,2074,542,1495,37,26.61,west
1651,KS,Hodgeman County,1096,211,865,20,19.61,west
1652,IL,Hamilton County,4264,1796,2353,115,43.29,east
1653,VA,Caroline County,12919,7163,5617,139,56.05,east
1654,IN,Warrick County,28665,12329,16013,323,43.48,east
1655,IN,Posey County,12771,5828,6804,139,46.11,east
1656,WV,Boone County,8366,4529,3632,205,55.5,east
1657,IL,Randolph County,15202,7395,7538,269,49.52,east
1658,MO,Saint Clair County,4988,1886,2981,121,38.75,west
1659,IL,Perry County,9995,4701,5086,208,48.03,east
1660,MO,Crawford County,10085,3911,6007,167,39.43,west
1661,KY,Fayette County,127639,66042,59884,1713,52.44,east
1662,MO,Washington County,9614,4711,4706,197,50.03,west
1663,IN,Spencer County,10181,5039,5001,141,50.2,east
1664,KY,Meade County,11206,4343,6691,172,39.36,east
1665,VA,Staunton City,11015,5569,5330,116,51.1,east
1666,KY,Woodford County,12297,5027,7130,140,41.35,east
1667,KY,Montgomery County,10331,4234,5947,150,41.59,east
1668,KS,Harvey County,15613,6318,9006,289,41.23,west
1669,KS,Greenwood County,2279,622,1619,38,27.75,west
1670,KS,Reno County,26512,9916,16112,484,38.1,west
1671,IN,Vanderburgh County,77656,39423,37512,721,51.26,east
1672,MO,Phelps County,19438,7394,11706,338,38.71,west
1673,UT,Garfield County,2159,405,1710,44,19.15,west
1674,VA,Essex County,5364,2934,2379,51,55.22,east
1675,CO,San Miguel County,4350,3349,933,68,78.17,west
1676,VA,Louisa County,15353,6978,8182,193,46.03,east
1677,UT,Iron County,16450,3258,12518,674,20.65,west
1678,KY,Spencer County,8049,2519,5378,152,31.9,east
1679,CO,Hinsdale County,599,240,344,15,41.13,west
1680,KY,Anderson County,10552,3462,6885,205,33.46,east
1681,IL,Franklin County,18641,8880,9404,357,48.57,east
1682,VA,Richmond County,3745,1618,2092,35,43.61,east
1683,MO,Sainte Genevieve County,8825,4979,3732,114,57.16,west
1684,KY,Bullitt County,30726,10177,20102,447,33.61,east
1685,KY,Morgan County,4379,1879,2396,104,43.95,east
1686,KY,Clark County,15628,5749,9664,215,37.3,east
1687,CA,Contra Costa County,451650,306983,136436,8231,69.25,west
1688,VA,Waynesboro City,8860,3906,4815,139,44.79,east
1689,KS,Butler County,27873,9159,18155,559,33.53,west
1690,KS,Edwards County,1357,333,995,29,25.08,west
1691,VA,Rockbridge County,10195,4347,5732,116,43.13,east
1692,MO,Saint Francois County,24550,11540,12660,350,47.69,west
1693,CA,Stanislaus County,161015,80279,77497,3239,50.92,west
1694,MO,Hickory County,5115,2171,2850,94,43.24,west
1695,VA,Charlottesville City,20044,15705,4078,261,79.38,east
1696,MO,Vernon County,8878,3381,5334,163,38.79,west
1697,KY,Menifee County,2489,1276,1155,58,52.49,east
1698,VA,Nelson County,8133,4391,3647,95,54.63,east
1699,KY,Breckinridge County,8522,3110,5281,131,37.06,east
1700,KS,Woodson County,1599,512,1055,32,32.67,west
1701,KS,Allen County,5859,2189,3552,118,38.13,west
1702,KS,Bourbon County,6781,2394,4240,147,36.08,west
1703,VA,Accomack County,15623,7607,7833,183,49.27,east
1704,WV,Logan County,13464,5873,7326,265,44.5,east
1705,VA,Northumberland County,7406,3312,4041,53,45.04,east
1706,MO,Pulaski County,15000,5249,9552,199,35.46,west
1707,CO,Huerfano County,3643,1989,1580,74,55.71,west
1708,VA,Hanover County,56248,18447,37344,457,33.07,east
1709,VA,Fluvanna County,12735,6185,6420,130,49.07,east
1710,KY,Hardin County,39990,15650,23896,444,39.57,east
1711,KY,Jessamine County,20214,6236,13711,267,31.26,east
1712,KY,Johnson County,8517,2407,5948,162,28.81,east
1713,KS,Gray County,2119,436,1643,40,20.97,west
1714,KY,Hancock County,4144,2135,1928,81,52.54,east
1715,WV,Raleigh County,28257,10237,17548,472,36.85,east
1716,KY,Nelson County,18146,7654,10139,353,43.02,east
1717,WV,Mingo County,8338,3582,4587,169,43.85,east
1718,KY,Henderson County,19861,10049,9523,289,51.34,east
1719,VA,King and Queen County,3705,1918,1763,24,52.11,east
1720,CO,San Juan County,496,264,218,14,54.73,west
1721,KY,Mercer County,10060,3159,6781,120,31.78,east
1722,CO,Mineral County,623,270,334,19,44.69,west
1723,KY,Martin County,3692,808,2824,60,22.25,east
1724,VA,Alleghany County,7369,3553,3715,101,48.89,east
1725,IL,Jackson County,25532,15248,9687,597,61.15,east
1726,KY,Powell County,4972,2065,2837,70,42.12,east
1727,KY,Daviess County,43622,19282,23692,648,44.87,east
1728,KY,Madison County,32537,12392,19694,451,38.62,east
1729,IL,Gallatin County,2859,1587,1212,60,56.7,east
1730,KY,Washington County,5275,1890,3305,80,36.38,east
1731,KS,Ford County,8864,2991,5730,143,34.3,west
1732,KS,Sedgwick County,192716,82337,106849,3530,43.52,west
1733,IL,Saline County,11428,5083,6099,246,45.46,east
1734,VA,King William County,8388,3344,4966,78,40.24,east
1735,MO,Dallas County,7683,2656,4895,132,35.18,west
1736,CA,Alameda County,621029,489106,119555,12368,80.33,west
1737,VA,Goochland County,12562,4813,7643,106,38.64,east
1738,MO,Perry County,8647,3005,5527,115,35.22,west
1739,MO,Cedar County,6354,2060,4194,100,32.94,west
1740,CA,Mariposa County,9651,4100,5298,253,43.63,west
1741,KY,Union County,6034,2804,3120,110,47.33,east
1742,MO,Laclede County,2024,5218,10875,230,32.43,west
1743,CO,Dolores County,1217,369,818,30,31.08,west
1744,KY,Magoffin County,4651,2105,2434,112,46.38,east
1745,WV,Summers County,5316,2290,2891,135,44.2,east
1746,IL,Williamson County,30141,12589,17039,513,42.49,east
1747,KY,Wolfe County,2968,1493,1408,67,51.46,east
1748,KY,Estill County,5314,1555,3685,74,29.67,east
1749,VA,Lancaster County,6938,3235,3647,56,47.01,east
1750,CO,Rio Grande County,5444,2448,2930,66,45.55,west
1751,CA,San Francisco County,382865,322220,52292,8353,86.01,west
1752,MO,Polk County,13697,4553,8956,188,33.7,west
1753,KY,Garrard County,7210,2012,5118,80,28.22,east
1754,KS,Pratt County,4190,1294,2822,74,31.44,west
1755,VA,Covington City,2354,1304,1020,30,56.11,east
1756,VA,Amherst County,14700,6094,8470,136,41.84,east
1757,CO,Las Animas County,6761,3562,3086,113,53.61,west
1758,VA,Botetourt County,17406,5693,11471,242,33.17,east
1759,VA,Lexington City,2479,1543,914,22,62.8,east
1760,MO,Dent County,6868,2056,4655,157,30.64,west
1761,WV,Wyoming County,7530,2735,4621,174,37.18,east
1762,VA,Buckingham County,6994,3489,3428,77,50.44,east
1763,CA,Madera County,42355,17952,23583,820,43.22,west
1764,VA,Middlesex County,6006,2391,3545,70,40.28,east
1765,VA,Buena Vista City,2423,1108,1282,33,46.36,east
1766,KY,Floyd County,15659,7530,7741,388,49.31,east
1767,CO,Alamosa County,6286,3521,2635,130,57.2,west
1768,VA,Cumberland County,4724,2255,2418,51,48.25,east
1769,KY,Pike County,22643,9525,12655,463,42.95,east
1770,MO,Iron County,4414,2213,2090,111,51.43,west
1771,KS,Stanton County,827,188,628,11,23.04,west
1772,KY,Ohio County,9938,4059,5687,192,41.65,east
1773,KS,Grant County,2661,635,1995,31,24.14,west
1774,KS,Haskell County,1570,278,1277,15,17.88,west
1775,KS,Kiowa County,1135,200,912,23,17.99,west
1776,KS,Kingman County,3664,963,2603,98,27.0,west
1777,KS,Wilson County,4121,1170,2850,101,29.1,west
1778,KS,Neosho County,7192,2563,4473,156,36.43,west
1779,KY,Larue County,6178,1913,4153,112,31.53,east
1780,KY,Marion County,7615,3596,3842,177,48.35,east
1781,WV,Monroe County,5575,2014,3397,164,37.22,east
1782,KY,Lee County,2773,752,1978,43,27.55,east
1783,KY,Boyle County,12635,4769,7701,165,38.24,east
1784,VA,Henrico County,154966,86323,67381,1262,56.16,east
1785,CA,San Mateo County,303292,222826,75057,5409,74.85,west
1786,KY,Breathitt County,5030,2205,2671,154,45.22,east
1787,VA,Powhatan County,14456,4237,10088,131,29.58,east
1788,KY,McLean County,4422,1963,2386,73,45.13,east
1789,KS,Crawford County,16075,7957,7735,383,50.71,west
1790,VA,Craig County,2621,877,1695,49,34.1,east
1791,CO,Costilla County,1697,1245,415,37,74.97,west
1792,MO,Barton County,5948,1455,4414,79,24.79,west
1793,KY,Webster County,5540,2390,3037,113,44.04,east
1794,MO,Madison County,5028,2042,2897,89,41.34,west
1795,CO,Baca County,2175,536,1572,67,25.39,west
1796,CO,Montezuma County,11825,4661,6961,203,40.08,west
1797,CO,La Plata County,27979,16057,11503,419,58.26,west
1798,CA,Merced County,63808,34031,28704,1073,54.22,west
1799,KY,Lincoln County,9151,2752,6273,126,30.49,east
1800,VA,New Kent County,9991,3493,6385,113,35.36,east
1801,KY,Grayson County,9903,3154,6605,144,32.32,east
1802,VA,Bedford County,35830,11017,24420,393,31.09,east
1803,UT,Washington County,49529,10826,37311,1392,22.49,west
1804,KS,Elk County,1434,363,1042,29,25.83,west
1805,MO,Reynolds County,3287,1418,1782,87,44.31,west
1806,MO,Cape Girardeau County,37355,12208,24768,379,33.02,west
1807,MO,Texas County,10851,3410,7215,226,32.1,west
1808,IL,Hardin County,2255,892,1330,33,40.15,east
1809,IL,Pope County,2231,845,1343,43,38.62,east
1810,VA,Richmond City,93085,73623,18649,813,79.79,east
1811,IL,Johnson County,5901,1871,3912,118,32.36,east
1812,IL,Union County,9116,3918,5003,195,43.92,east
1813,VA,Gloucester County,19222,6916,12089,217,36.39,east
1814,MO,Bollinger County,5784,1690,3972,122,29.85,west
1815,WV,Mercer County,21022,7450,13246,326,36.0,east
1816,CA,Fresno County,272289,136706,131015,4568,51.07,west
1817,MO,Dade County,4112,1184,2864,64,29.25,west
1818,KY,Jackson County,5224,743,4407,74,14.42,east
1819,KY,Hopkins County,19348,7104,11916,328,37.35,east
1820,VA,Chesterfield County,162088,74310,86413,1365,46.24,east
1821,VA,Appomattox County,7630,2641,4903,86,35.01,east
1822,VA,Northampton County,6586,3800,2713,73,58.35,east
1823,KY,Casey County,5957,1219,4679,59,20.66,east
1824,WV,McDowell County,6430,3430,2882,118,54.34,east
1825,KY,Crittenden County,3930,1254,2604,72,32.5,east
1826,UT,Kane County,3154,856,2212,86,27.9,west
1827,KY,Owsley County,1686,381,1279,26,22.95,east
1828,KY,Rockcastle County,6274,1410,4757,107,22.86,east
1829,VA,Buchanan County,8734,4063,4541,130,47.22,east
1830,VA,Mathews County,5440,1934,3456,50,35.88,east
1831,KY,Knott County,5820,2612,3070,138,45.97,east
1832,VA,Amelia County,6529,2488,3970,71,38.53,east
1833,VA,Charles City County,4153,2838,1288,27,68.79,east
1834,MO,Webster County,16356,5685,10431,240,35.28,west
1835,CA,Santa Clara County,665589,462241,190039,13309,70.82,west
1836,KY,Taylor County,10860,3165,7568,127,29.48,east
1837,MO,Wright County,8514,2557,5784,173,30.65,west
1838,VA,Giles County,7795,3192,4462,141,41.7,east
1839,KS,Cowley County,13787,5012,8492,283,37.11,west
1840,KS,Sumner County,10337,3353,6737,247,33.23,west
1841,KS,Meade County,1931,357,1540,34,18.82,west
1842,KS,Clark County,1159,245,897,17,21.46,west
1843,KS,Barber County,2462,598,1833,31,24.6,west
1844,KY,Green County,5079,1204,3785,90,24.14,east
1845,VA,Lynchburg City,34341,16269,17638,434,47.98,east
1846,CA,Inyo County,8533,3743,4523,267,45.3,west
1847,VA,James City County,38603,17352,20912,339,45.35,east
1848,KY,Hart County,6818,2290,4397,131,34.25,east
1849,KY,Perry County,10375,3444,6762,169,33.75,east
1850,VA,Campbell County,25814,8091,17444,279,31.68,east
1851,MO,Greene County,135695,56181,77683,1831,41.97,west
1852,KY,Livingston County,4593,1622,2890,81,35.95,east
1853,MO,Shannon County,3838,1637,2075,126,44.1,west
1854,CO,Archuleta County,6625,2836,3638,151,43.81,west
1855,VA,Roanoke County,50975,19812,30571,592,39.33,east
1856,KY,Muhlenberg County,12889,6221,6447,221,49.11,east
1857,VA,Prince Edward County,9388,5101,4174,113,55.0,east
1858,CO,Conejos County,3874,2154,1653,67,56.56,west
1859,KY,Butler County,5307,1555,3696,56,29.61,east
1860,KS,Morton County,1402,229,1153,20,16.57,west
1861,KS,Stevens County,2127,283,1815,29,13.49,west
1862,KS,Seward County,5336,1493,3791,52,28.25,west
1863,KS,Montgomery County,13907,4338,9309,260,31.78,west
1864,KS,Harper County,2796,736,1999,61,26.91,west
1865,KS,Comanche County,974,194,765,15,20.23,west
1866,KS,Labette County,9031,3839,5001,191,43.43,west
1867,KY,Caldwell County,6199,2212,3866,121,36.39,east
1868,VA,York County,33897,13700,19833,364,40.86,east
1869,MO,Jasper County,48025,15730,31667,628,33.18,west
1870,VA,Montgomery County,40653,21031,19028,594,52.5,east
1871,VA,Bedford City,2734,1208,1497,29,44.66,east
1872,KY,Clay County,7364,1552,5710,102,21.37,east
1873,KY,Pulaski County,25766,5590,19862,314,21.97,east
1874,KS,Cherokee County,9665,3594,5886,185,37.91,west
1875,KY,Edmonson County,5270,1652,3562,56,31.69,east
1876,VA,Roanoke City,40772,24934,15394,444,61.82,east
1877,IL,Massac County,7186,2693,4371,122,38.12,east
1878,VA,Tazewell County,17061,5596,11201,264,33.32,east
1879,IL,Alexander County,3937,2189,1692,56,56.4,east
1880,KY,Laurel County,22500,4618,17660,222,20.73,east
1881,IL,Pulaski County,3270,1638,1593,39,50.69,east
1882,VA,Salem City,12406,5164,7088,154,42.15,east
1883,KY,Leslie County,4397,766,3574,57,17.65,east
1884,VA,Hopewell City,9524,5285,4149,90,56.02,east
1885,MO,Wayne County,6154,2243,3784,127,37.22,west
1886,VA,Prince George County,16006,7130,8752,124,44.9,east
1887,VA,Williamsburg City,6787,4328,2353,106,64.78,east
1888,KY,Adair County,7298,1668,5512,118,23.23,east
1889,VA,Dickenson County,6753,3278,3324,151,49.65,east
1890,KS,Chautauqua County,1852,401,1418,33,22.04,west
1891,VA,Bland County,2959,864,2031,64,29.84,east
1892,VA,Colonial Heights City,8849,2562,6161,126,29.37,east
1893,VA,Nottoway County,6988,3413,3499,76,49.38,east
1894,MO,Lawrence County,16637,5097,11263,277,31.16,west
1895,CA,Santa Cruz County,127483,98745,25244,3494,79.65,west
1896,VA,Dinwiddie County,12892,6246,6526,120,48.9,east
1897,KY,Letcher County,8235,2623,5367,245,32.83,east
1898,MO,Scott County,18026,6258,11563,205,35.12,west
1899,VA,Charlotte County,6157,2705,3372,80,44.51,east
1900,VA,Pulaski County,15050,5918,8857,275,40.05,east
1901,VA,Petersburg City,15540,13774,1583,183,89.69,east
1902,VA,Surry County,4325,2626,1663,36,61.23,east
1903,VA,Franklin County,25401,9618,15414,369,38.42,east
1904,KY,Ballard County,4060,1427,2537,96,36.0,east
1905,KY,McCracken County,30754,11285,19043,426,37.21,east
1906,VA,Newport News City,81295,51972,28667,656,64.45,east
1907,VA,Wise County,14138,4995,8914,229,35.91,east
1908,KY,Warren County,44145,17669,25993,483,40.47,east
1909,KY,Russell County,7475,1569,5779,127,21.35,east
